Wavelength (nm),Reflectance
1064.0,0.697961730449251
1065.0,0.697961730449251
1066.0,0.6982529118136437
1067.0,0.6982529118136437
1068.0,0.6973793677204658
1069.0,0.6976705490848584
1070.0,0.6982529118136437
1071.0,0.6967970049916805
1072.0,0.6967970049916805
1073.0,0.6973793677204658
1074.0,0.697961730449251
1075.0,0.6970881863560732
1076.0,0.697961730449251
1077.0,0.6976705490848584
1078.0,0.6967970049916805
1079.0,0.6973793677204658
1080.0,0.6982529118136437
1081.0,0.6973793677204658
1082.0,0.6970881863560732
1083.0,0.6973793677204658
1084.0,0.6970881863560732
1085.0,0.6973793677204658
1086.0,0.6970881863560732
1087.0,0.6967970049916805
1088.0,0.6967970049916804
1089.0,0.697961730449251
1090.0,0.6973793677204658
1091.0,0.6973793677204658
1092.0,0.6976705490848584
1093.0,0.6973793677204658
1094.0,0.6965058236272877
1095.0,0.6962146422628951
1096.0,0.6956322795341097
1097.0,0.6959234608985023
1098.0,0.6965058236272877
1099.0,0.6962146422628951
1100.0,0.6959234608985024
1101.0,0.6962146422628951
1102.0,0.6956322795341098
1103.0,0.6962146422628951
1104.0,0.6962146422628951
1105.0,0.6959234608985024
1106.0,0.6962146422628951
1107.0,0.6956322795341098
1108.0,0.6965058236272877
1109.0,0.6950499168053244
1110.0,0.6947587354409317
1111.0,0.6950499168053244
1112.0,0.695341098169717
1113.0,0.6950499168053244
1114.0,0.695341098169717
1115.0,0.6947587354409317
1116.0,0.695341098169717
1117.0,0.694467554076539
1118.0,0.6941763727121464
1119.0,0.694467554076539
1120.0,0.6938851913477537
1121.0,0.6935940099833611
1122.0,0.6930116472545755
1123.0,0.6933028286189682
1124.0,0.6921381031613975
1125.0,0.6918469217970048
1126.0,0.6918469217970048
1127.0,0.6918469217970048
1128.0,0.6906821963394342
1129.0,0.6906821963394342
1130.0,0.6903910149750415
1131.0,0.6892262895174708
1132.0,0.6892262895174708
1133.0,0.6883527454242928
1134.0,0.6877703826955073
1135.0,0.6863144758735439
1136.0,0.6851497504159733
1137.0,0.6839850249584026
1138.0,0.6836938435940099
1139.0,0.6819467554076539
1140.0,0.6813643926788684
1141.0,0.6801996672212977
1142.0,0.6793261231281197
1143.0,0.6775790349417636
1144.0,0.677287853577371
1145.0,0.6764143094841929
1146.0,0.6743760399334443
1147.0,0.6746672212978368
1148.0,0.6735024958402661
1149.0,0.6720465890183028
1150.0,0.6711730449251248
1151.0,0.6702995008319467
1152.0,0.6694259567387686
1153.0,0.6685524126455906
1154.0,0.6676788685524125
1155.0,0.6673876871880199
1156.0,0.6665141430948419
1157.0,0.6659317803660565
1158.0,0.6653494176372712
1159.0,0.6653494176372712
1160.0,0.6641846921797004
1161.0,0.6633111480865224
1162.0,0.6630199667221297
1163.0,0.6630199667221297
1164.0,0.6627287853577369
1165.0,0.6624376039933443
1166.0,0.661855241264559
1167.0,0.6621464226289516
1168.0,0.6621464226289516
1169.0,0.661855241264559
1170.0,0.6612728785357737
1171.0,0.6612728785357737
1172.0,0.6598169717138103
1173.0,0.6601081530782029
1174.0,0.6601081530782029
1175.0,0.6598169717138103
1176.0,0.6603993344425957
1177.0,0.6595257903494176
1178.0,0.6592346089850248
1179.0,0.6583610648918469
1180.0,0.6574875207986688
1181.0,0.6571963394342761
1182.0,0.6574875207986688
1183.0,0.6569051580698835
1184.0,0.6566139767054908
1185.0,0.656322795341098
1186.0,0.6554492512479201
1187.0,0.6551580698835274
1188.0,0.6548668885191348
1189.0,0.6539933444259567
1190.0,0.6548668885191348
1191.0,0.6574875207986688
1192.0,0.656322795341098
1193.0,0.6551580698835274
1194.0,0.6554492512479201
1195.0,0.6551580698835274
1196.0,0.6557404326123126
1197.0,0.6560316139767054
1198.0,0.6560316139767054
1199.0,0.656322795341098
1200.0,0.6557404326123126
1201.0,0.6554492512479201
1202.0,0.6554492512479201
1203.0,0.6557404326123126
1204.0,0.6557404326123126
1205.0,0.656322795341098
1206.0,0.6554492512479201
1207.0,0.6560316139767054
1208.0,0.6560316139767054
1209.0,0.6566139767054908
1210.0,0.6566139767054907
1211.0,0.6569051580698835
1212.0,0.6571963394342761
1213.0,0.6577787021630614
1214.0,0.6574875207986688
1215.0,0.6569051580698835
1216.0,0.6574875207986688
1217.0,0.6586522462562395
1218.0,0.6583610648918469
1219.0,0.6586522462562395
1220.0,0.6589434276206322
1221.0,0.6589434276206322
1222.0,0.6589434276206323
1223.0,0.6598169717138103
1224.0,0.6601081530782029
1225.0,0.660108153078203
1226.0,0.660108153078203
1227.0,0.660108153078203
1228.0,0.660981697171381
1229.0,0.6612728785357737
1230.0,0.6615640599001663
1231.0,0.6612728785357737
1232.0,0.661855241264559
1233.0,0.661855241264559
1234.0,0.6624376039933443
1235.0,0.661855241264559
1236.0,0.661855241264559
1237.0,0.662728785357737
1238.0,0.6630199667221297
1239.0,0.6633111480865224
1240.0,0.6624376039933443
1241.0,0.6633111480865224
1242.0,0.6633111480865224
1243.0,0.6638935108153077
1244.0,0.6633111480865224
1245.0,0.6644758735440931
1246.0,0.6644758735440931
1247.0,0.6650582362728784
1248.0,0.6641846921797004
1249.0,0.6647670549084858
1250.0,0.6641846921797004
1251.0,0.6638935108153079
1252.0,0.6647670549084858
1253.0,0.6650582362728785
1254.0,0.6656405990016638
1255.0,0.6650582362728785
1256.0,0.6647670549084858
1257.0,0.6650582362728785
1258.0,0.6659317803660565
1259.0,0.6653494176372712
1260.0,0.6656405990016638
1261.0,0.6656405990016638
1262.0,0.6653494176372712
1263.0,0.6659317803660565
1264.0,0.6650582362728785
1265.0,0.6653494176372712
1266.0,0.6659317803660565
1267.0,0.6650582362728785
1268.0,0.6653494176372712
1269.0,0.6653494176372712
1270.0,0.6656405990016638
1271.0,0.6659317803660565
1272.0,0.6653494176372712
1273.0,0.6647670549084858
1274.0,0.6653494176372712
1275.0,0.6656405990016638
1276.0,0.6647670549084858
1277.0,0.6644758735440931
1278.0,0.6644758735440931
1279.0,0.6641846921797004
1280.0,0.6644758735440931
1281.0,0.6644758735440931
1282.0,0.6644758735440931
1283.0,0.6641846921797004
1284.0,0.6644758735440931
1285.0,0.6641846921797004
1286.0,0.6647670549084859
1287.0,0.663602329450915
1288.0,0.6641846921797004
1289.0,0.663602329450915
1290.0,0.6621464226289516
1291.0,0.6630199667221297
1292.0,0.661855241264559
1293.0,0.6612728785357737
1294.0,0.6615640599001663
1295.0,0.6606905158069883
1296.0,0.660981697171381
1297.0,0.6603993344425957
1298.0,0.6601081530782029
1299.0,0.6606905158069883
1300.0,0.6595257903494176
1301.0,0.6574875207986688
1302.0,0.6589434276206322
1303.0,0.6583610648918469
1304.0,0.6571963394342761
1305.0,0.6569051580698835
1306.0,0.656322795341098
1307.0,0.6560316139767054
1308.0,0.6551580698835274
1309.0,0.6548668885191348
1310.0,0.6542845257903492
1311.0,0.6534109816971713
1312.0,0.6531198003327786
1313.0,0.651955074875208
1314.0,0.6507903494176371
1315.0,0.6502079866888518
1316.0,0.6502079866888518
1317.0,0.6490432612312812
1318.0,0.647296173044925
1319.0,0.647296173044925
1320.0,0.6452579034941763
1321.0,0.6452579034941763
1322.0,0.6435108153078202
1323.0,0.642928452579035
1324.0,0.6420549084858568
1325.0,0.6411813643926788
1326.0,0.6394342762063226
1327.0,0.638269550748752
1328.0,0.6373960066555739
1329.0,0.6356489184692179
1330.0,0.6347753743760399
1331.0,0.6341930116472545
1332.0,0.6324459234608983
1333.0,0.6312811980033277
1334.0,0.630116472545757
1335.0,0.6286605657237936
1336.0,0.6274958402662228
1337.0,0.6266222961730449
1338.0,0.6245840266222961
1339.0,0.6234193011647254
1340.0,0.6228369384359401
1341.0,0.621089850249584
1342.0,0.6199251247920132
1343.0,0.6193427620632279
1344.0,0.6175956738768719
1345.0,0.6170133111480863
1346.0,0.6152662229617304
1347.0,0.6141014975041597
1348.0,0.6123544093178035
1349.0,0.612063227953411
1350.0,0.6111896838602328
1351.0,0.6094425956738767
1352.0,0.6079866888519134
1353.0,0.6071131447587353
